sub,ses,run,trial_id,onset,nsd_id,split,category_id
subj02,9,5,6298,220.0,3049,shared1000,37
subj02,9,5,6300,228.0,10237,train,74
subj02,9,5,6306,256.0,53216,train,20
subj02,9,5,6311,276.0,34454,train,37
subj02,9,6,6314,16.0,65741,train,38
subj02,9,6,6316,24.0,31139,train,22
subj02,9,6,6320,40.0,36517,train,36
subj02,9,6,6325,64.0,69548,train,37
subj02,9,6,6329,80.0,63688,train,3
subj02,9,6,6333,96.0,16193,train,30
subj02,9,6,6336,112.0,38612,train,25
subj02,9,6,6341,132.0,54734,train,11
subj02,9,6,6344,148.0,69280,train,23
subj02,9,6,6350,172.0,51790,train,37
subj02,9,6,6353,188.0,70580,train,53
subj02,9,6,6356,200.0,21991,train,6
subj02,9,6,6358,208.0,52218,train,11
subj02,9,6,6360,216.0,14132,train,53
subj02,9,6,6363,232.0,64585,train,30
subj02,9,6,6371,264.0,18169,train,30
subj02,9,6,6373,272.0,61225,train,23
subj02,9,7,6376,16.0,57604,train,31
subj02,9,7,6378,24.0,39583,train,36
subj02,9,7,6380,32.0,28279,train,23
subj02,9,7,6382,40.0,60352,train,38
subj02,9,7,6385,52.0,3030,train,10
subj02,9,7,6388,64.0,12584,train,37
subj02,9,7,6392,84.0,53741,train,3
subj02,9,7,6394,92.0,19207,train,23
subj02,9,7,6401,124.0,1807,train,23
subj02,9,7,6415,184.0,60367,train,74
subj02,9,7,6418,196.0,56773,train,20
subj02,9,7,6421,212.0,58777,train,4
subj02,9,7,6436,276.0,26899,train,59
subj02,9,8,6438,12.0,47713,train,22
subj02,9,8,6440,20.0,23715,shared1000,25
subj02,9,8,6443,32.0,33582,train,6
subj02,9,8,6446,44.0,48869,train,23
subj02,9,8,6452,72.0,21713,train,10
subj02,9,8,6455,84.0,36688,train,5
subj02,9,8,6459,104.0,27280,train,10
subj02,9,8,6465,128.0,4414,train,6
subj02,9,8,6468,144.0,46043,train,31
subj02,9,8,6472,160.0,43407,train,17
subj02,9,8,6482,204.0,43407,train,17
subj02,9,8,6489,232.0,59157,train,6
subj02,9,8,6494,256.0,50977,train,36
subj02,9,8,6499,276.0,57710,train,17
subj02,9,9,6500,12.0,10237,train,74
subj02,9,9,6504,28.0,58868,train,37
subj02,9,9,6506,36.0,69322,train,23
subj02,9,9,6508,44.0,49400,train,36
subj02,9,9,6512,64.0,16914,train,30
subj02,9,9,6514,72.0,10237,train,74
subj02,9,9,6522,108.0,23715,shared1000,25
subj02,9,9,6525,120.0,45502,train,38
subj02,9,9,6531,148.0,35551,train,74
subj02,9,9,6535,164.0,40336,train,37
subj02,9,9,6540,188.0,3847,shared1000,61
subj02,9,9,6543,200.0,28595,shared1000,31
subj02,9,9,6546,212.0,69548,train,37
subj02,9,9,6551,236.0,35199,train,3
subj02,9,9,6554,248.0,50465,train,53
subj02,9,9,6556,256.0,36688,train,5
subj02,9,9,6558,264.0,21404,train,5
subj02,9,9,6562,280.0,57315,train,17
subj02,9,10,6564,16.0,37848,train,53
subj02,9,10,6572,48.0,21769,train,10
subj02,9,10,6579,80.0,34454,train,37
subj02,9,10,6582,92.0,20234,train,6
subj02,9,10,6587,116.0,25116,train,33
subj02,9,10,6589,124.0,40336,train,37
subj02,9,10,6591,132.0,72493,train,19
subj02,9,10,6597,160.0,24121,train,10
subj02,9,10,6599,168.0,39425,train,6
subj02,9,10,6601,176.0,20787,train,38
subj02,9,10,6603,184.0,43552,train,10
subj02,9,10,6605,196.0,27546,train,23
subj02,9,10,6608,208.0,61465,train,38
subj02,9,10,6611,220.0,9041,train,22
subj02,9,10,6616,240.0,27546,train,23
subj02,9,10,6619,256.0,46874,train,53
subj02,9,11,6626,16.0,14132,train,53
subj02,9,11,6628,24.0,71066,train,55
subj02,9,11,6631,36.0,35583,train,38
subj02,9,11,6633,44.0,3928,train,23
subj02,9,11,6635,56.0,34089,shared1000,19
subj02,9,11,6639,72.0,21769,train,10
subj02,9,11,6644,92.0,56773,train,20
subj02,9,11,6647,108.0,36085,train,10
subj02,9,11,6652,128.0,18909,train,20
subj02,9,11,6660,164.0,43325,train,61
subj02,9,11,6662,172.0,43407,train,17
subj02,9,11,6664,180.0,25560,train,36
subj02,9,11,6666,188.0,997,train,17
subj02,9,11,6669,204.0,21991,train,6
subj02,9,11,6671,212.0,33582,train,6
subj02,9,11,6674,224.0,5853,train,31
subj02,9,11,6680,252.0,17376,train,36
subj02,9,12,6689,16.0,5853,train,31
subj02,9,12,6692,28.0,33289,shared1000,6
subj02,9,12,6695,40.0,17376,train,36
subj02,9,12,6703,76.0,5342,train,59
subj02,9,12,6705,84.0,72470,train,74
subj02,9,12,6709,100.0,18245,train,36
subj02,9,12,6711,108.0,28352,train,38
subj02,9,12,6713,120.0,11347,train,59
subj02,9,12,6717,136.0,21404,train,5
subj02,9,12,6721,152.0,53733,train,55
subj02,9,12,6729,188.0,44617,train,19
subj02,9,12,6733,208.0,43552,train,10
subj02,9,12,6738,228.0,18069,train,20
subj02,9,12,6744,256.0,35551,train,74
subj02,9,12,6749,276.0,57458,train,18
subj02,10,1,6751,16.0,37146,train,36
subj02,10,1,6755,32.0,61189,train,3
subj02,10,1,6757,40.0,45322,train,55
subj02,10,1,6759,52.0,36719,train,25
subj02,10,1,6761,60.0,60670,train,19
subj02,10,1,6764,72.0,61753,train,11
subj02,10,1,6766,80.0,62174,train,18
subj02,10,1,6774,116.0,26899,train,59
subj02,10,1,6777,128.0,61384,train,33
subj02,10,1,6782,152.0,11608,train,20
subj02,10,1,6786,168.0,72329,train,53
subj02,10,1,6789,184.0,3928,train,23
subj02,10,1,6792,196.0,43688,train,17
subj02,10,1,6794,204.0,15318,train,33
subj02,10,1,6797,216.0,18169,train,30
subj02,10,1,6806,256.0,7091,train,61
subj02,10,1,6812,280.0,33357,train,55
subj02,10,2,6813,12.0,69272,train,59
subj02,10,2,6815,20.0,69272,train,59
subj02,10,2,6820,40.0,63916,train,53
subj02,10,2,6822,48.0,24857,train,38
subj02,10,2,6828,76.0,55376,train,37
subj02,10,2,6830,84.0,60931,train,36
subj02,10,2,6834,104.0,69548,train,37
subj02,10,2,6836,112.0,22484,train,59
subj02,10,2,6841,132.0,62065,train,20
subj02,10,2,6846,156.0,60484,train,38
subj02,10,2,6850,172.0,4783,train,53
subj02,10,2,6854,192.0,40009,train,19
subj02,10,2,6857,204.0,57812,train,5
subj02,10,2,6859,212.0,37967,train,36
subj02,10,2,6861,220.0,54341,train,74
subj02,10,2,6866,240.0,30261,train,5
subj02,10,2,6868,252.0,44617,train,19
subj02,10,3,6880,32.0,69116,train,6
subj02,10,3,6882,40.0,28745,shared1000,20
subj02,10,3,6885,56.0,4491,train,18
subj02,10,3,6888,68.0,45157,train,38
subj02,10,3,6890,76.0,60275,train,53
subj02,10,3,6892,84.0,72605,shared1000,23
subj02,10,3,6895,96.0,13617,train,20
subj02,10,3,6898,108.0,55434,train,74
subj02,10,3,6903,132.0,37848,train,53
subj02,10,3,6905,140.0,43325,train,61
subj02,10,3,6908,152.0,49559,train,22
subj02,10,3,6910,164.0,43688,train,17
subj02,10,3,6916,188.0,66278,shared1000,4
subj02,10,3,6918,196.0,15867,train,38
subj02,10,3,6921,212.0,54005,train,33
subj02,10,3,6923,220.0,60931,train,36
subj02,10,3,6925,228.0,19207,train,23
subj02,10,3,6927,236.0,56154,shared1000,74
subj02,10,3,6935,272.0,53733,train,55
subj02,10,4,6938,12.0,3847,shared1000,61
subj02,10,4,6940,20.0,40060,train,59
subj02,10,4,6946,44.0,45887,train,59
subj02,10,4,6948,52.0,27546,train,23
subj02,10,4,6952,72.0,72257,shared1000,19
subj02,10,4,6955,84.0,66278,shared1000,4
subj02,10,4,6958,96.0,19558,train,36
subj02,10,4,6960,108.0,57719,train,74
subj02,10,4,6962,116.0,15556,train,74
subj02,10,4,6964,124.0,69272,train,59
subj02,10,4,6966,132.0,14515,train,36
subj02,10,4,6968,140.0,23500,train,61
subj02,10,4,6977,180.0,62065,train,20
subj02,10,4,6979,188.0,43199,train,30
subj02,10,4,6983,208.0,46874,train,53
subj02,10,4,6986,220.0,69655,train,36
subj02,10,4,6989,236.0,60038,train,5
subj02,10,4,6997,268.0,52652,shared1000,61
subj02,10,5,7009,48.0,61384,train,33
subj02,10,5,7014,72.0,5,train,23
subj02,10,5,7016,80.0,47161,train,10
subj02,10,5,7020,96.0,25433,train,37
subj02,10,5,7022,104.0,39937,train,74
subj02,10,5,7024,116.0,19207,train,23
subj02,10,5,7026,124.0,51790,train,37
subj02,10,5,7028,132.0,57812,train,5
subj02,10,5,7030,140.0,50334,train,30
subj02,10,5,7033,152.0,70744,train,22
subj02,10,5,7035,164.0,72605,shared1000,23
subj02,10,5,7041,188.0,30261,train,5
subj02,10,5,7044,204.0,13737,train,30
subj02,10,5,7046,212.0,28745,shared1000,20
subj02,10,5,7050,228.0,8066,train,23
subj02,10,5,7052,240.0,61854,train,55
subj02,10,5,7059,268.0,46046,train,18
subj02,10,5,7061,276.0,17574,train,18
subj02,10,6,7065,20.0,57714,train,61
subj02,10,6,7069,36.0,24214,shared1000,23
subj02,10,6,7077,72.0,62312,train,30
subj02,10,6,7080,84.0,71448,train,53
subj02,10,6,7082,92.0,20234,train,6
subj02,10,6,7084,100.0,13649,train,20
subj02,10,6,7086,112.0,43619,shared1000,20
subj02,10,6,7088,120.0,56283,train,22
subj02,10,6,7091,132.0,70560,train,36
subj02,10,6,7101,176.0,68414,train,4
subj02,10,6,7108,208.0,62174,train,18
subj02,10,6,7112,224.0,4491,train,18
subj02,10,6,7116,240.0,72060,train,36
subj02,10,6,7120,260.0,755,train,3
subj02,10,6,7124,276.0,24516,train,5
subj02,10,7,7126,16.0,28215,train,22
subj02,10,7,7133,44.0,47161,train,10
subj02,10,7,7143,92.0,57458,train,18
subj02,10,7,7150,120.0,18457,train,61
subj02,10,7,7152,128.0,50334,train,30
subj02,10,7,7158,156.0,47643,train,22
subj02,10,7,7160,164.0,11573,train,6
subj02,10,7,7162,172.0,42136,train,19
subj02,10,7,7180,252.0,60275,train,53
subj02,10,7,7187,280.0,57249,train,36
subj02,10,8,7188,12.0,50299,train,20
subj02,10,8,7190,20.0,28215,train,22
subj02,10,8,7193,32.0,17592,train,20
subj02,10,8,7199,60.0,40060,train,59
subj02,10,8,7201,68.0,56028,train,55
subj02,10,8,7204,80.0,3196,train,36
subj02,10,8,7206,88.0,58808,train,22
subj02,10,8,7209,104.0,11494,train,25
subj02,10,8,7225,172.0,12056,train,33
subj02,10,8,7228,188.0,25625,train,61
subj02,10,8,7230,196.0,18813,train,3
subj02,10,8,7235,216.0,36422,train,37
subj02,10,8,7238,228.0,67113,shared1000,5
subj02,10,8,7242,248.0,72843,train,23
subj02,10,8,7245,260.0,43619,shared1000,20
subj02,10,8,7248,272.0,13649,train,20
subj02,10,9,7253,24.0,68583,train,30
subj02,10,9,7256,36.0,59320,train,74
subj02,10,9,7260,56.0,22312,train,17
subj02,10,9,7265,76.0,11573,train,6
subj02,10,9,7267,84.0,47029,train,17
subj02,10,9,7269,96.0,7012,train,5
subj02,10,9,7272,108.0,32865,train,22
subj02,10,9,7278,136.0,57249,train,36
subj02,10,9,7280,144.0,59611,train,53
subj02,10,9,7284,160.0,14515,train,36
subj02,10,9,7289,184.0,36422,train,37
subj02,10,9,7293,200.0,2318,train,22
subj02,10,9,7300,228.0,5,train,23
subj02,10,9,7305,252.0,25433,train,37
subj02,10,9,7308,264.0,63916,train,53
subj02,10,9,7310,272.0,47924,train,33
subj02,10,9,7312,280.0,59611,train,53
subj02,10,10,7316,24.0,41018,train,36
subj02,10,10,7320,40.0,49840,train,6
subj02,10,10,7327,72.0,3359,train,3
subj02,10,10,7332,92.0,33662,train,53
subj02,10,10,7337,116.0,4491,train,18
subj02,10,10,7340,128.0,11917,train,10
subj02,10,10,7342,136.0,80,train,17
subj02,10,10,7351,176.0,6257,train,33
subj02,10,10,7353,188.0,62820,train,25
subj02,10,10,7355,196.0,66107,train,22
subj02,10,10,7357,204.0,72060,train,36
subj02,10,10,7359,212.0,66863,train,6
subj02,10,10,7367,248.0,11010,train,5
subj02,10,10,7369,256.0,62174,train,18
subj02,10,10,7374,276.0,38164,train,20
subj02,10,11,7375,12.0,64609,train,10
subj02,10,11,7377,20.0,3684,train,20
subj02,10,11,7379,28.0,2394,train,38
subj02,10,11,7382,40.0,36422,train,37
subj02,10,11,7390,76.0,4342,train,38
subj02,10,11,7394,92.0,34615,train,18
subj02,10,11,7400,120.0,32865,train,22
subj02,10,11,7402,128.0,13366,train,74
subj02,10,11,7404,136.0,58220,train,33
subj02,10,11,7407,152.0,70293,train,4
subj02,10,11,7415,184.0,5876,train,23
subj02,10,11,7417,192.0,39583,train,36
subj02,10,11,7419,204.0,14515,train,36
subj02,10,11,7423,220.0,64340,train,53
subj02,10,11,7430,252.0,27292,train,10
subj02,10,11,7433,264.0,19145,train,37
subj02,10,12,7446,44.0,49957,shared1000,38
subj02,10,12,7459,104.0,54047,train,23
subj02,10,12,7464,124.0,67113,shared1000,5
subj02,10,12,7468,144.0,8471,train,36
subj02,10,12,7473,164.0,51983,shared1000,31
subj02,10,12,7484,212.0,40060,train,59
subj02,10,12,7486,220.0,23999,train,30
subj02,10,12,7489,236.0,25502,train,33
subj02,11,1,7502,20.0,11749,train,53
subj02,11,1,7507,40.0,19126,train,23
subj02,11,1,7514,72.0,35560,train,37
subj02,11,1,7521,104.0,70287,train,38
subj02,11,1,7529,140.0,29848,train,11
subj02,11,1,7536,168.0,33730,train,22
subj02,11,1,7540,184.0,20555,train,59
subj02,11,1,7544,204.0,18166,train,59
subj02,11,1,7547,216.0,34748,train,25
subj02,11,1,7550,228.0,3359,train,3
subj02,11,1,7553,244.0,51274,train,23
subj02,11,1,7555,252.0,37473,train,20
subj02,11,2,7563,12.0,63405,train,36
subj02,11,2,7572,48.0,45689,train,38
subj02,11,2,7589,124.0,5994,train,37
subj02,11,2,7595,152.0,70294,train,17
subj02,11,2,7597,160.0,42993,train,30
subj02,11,2,7600,172.0,43796,train,38
subj02,11,2,7610,216.0,43563,train,36
subj02,11,2,7614,236.0,34615,train,18
subj02,11,2,7619,256.0,71002,train,11
subj02,11,3,7633,44.0,70287,train,38
subj02,11,3,7636,60.0,69227,train,5
subj02,11,3,7638,68.0,66107,train,22
subj02,11,3,7650,120.0,20629,train,4
subj02,11,3,7653,132.0,16345,train,74
subj02,11,3,7658,156.0,5069,train,20
subj02,11,3,7660,164.0,511,train,55
subj02,11,3,7668,200.0,2952,train,36
subj02,11,3,7672,216.0,44940,train,74
subj02,11,3,7674,224.0,48194,train,38
subj02,11,3,7678,240.0,64340,train,53
subj02,11,3,7681,256.0,70287,train,38
subj02,11,3,7683,264.0,9672,train,23
subj02,11,3,7685,272.0,6767,train,38
subj02,11,3,7687,280.0,21335,train,59
subj02,11,4,7689,16.0,115,train,20
subj02,11,4,7694,36.0,37809,train,31
subj02,11,4,7698,56.0,65393,train,17
subj02,11,4,7709,104.0,39997,shared1000,22
subj02,11,4,7715,132.0,37809,train,31
subj02,11,4,7717,140.0,45982,shared1000,23
subj02,11,4,7723,164.0,39746,train,37
subj02,11,4,7725,172.0,46294,train,18
subj02,11,4,7734,212.0,14325,train,22
subj02,11,4,7738,228.0,39997,shared1000,22
subj02,11,4,7740,236.0,56827,train,61
subj02,11,4,7745,260.0,69799,train,20
subj02,11,5,7751,16.0,2462,train,23
subj02,11,5,7756,36.0,26544,train,36
subj02,11,5,7758,44.0,42039,train,38
subj02,11,5,7761,56.0,5479,train,17
subj02,11,5,7765,76.0,62125,train,17
subj02,11,5,7771,100.0,31393,train,22
subj02,11,5,7773,112.0,3684,train,20
subj02,11,5,7779,136.0,13907,train,61
subj02,11,5,7784,160.0,22341,train,5
subj02,11,5,7788,176.0,42025,train,5
subj02,11,5,7790,184.0,44011,train,5
subj02,11,5,7792,196.0,49586,train,59
subj02,11,5,7794,204.0,13944,train,31
subj02,11,5,7800,228.0,27791,train,11
subj02,11,5,7805,252.0,70446,train,11
subj02,11,5,7808,264.0,6016,train,30
subj02,11,6,7814,16.0,36759,shared1000,30
subj02,11,6,7819,36.0,11837,shared1000,3
subj02,11,6,7824,60.0,18166,train,59
subj02,11,6,7828,76.0,17102,train,4
subj02,11,6,7833,96.0,69116,train,6
subj02,11,6,7835,104.0,68123,train,37
subj02,11,6,7837,116.0,50964,train,37
subj02,11,6,7839,124.0,71336,train,55
subj02,11,6,7844,144.0,9165,train,74
subj02,11,6,7846,156.0,57435,shared1000,38
subj02,11,6,7848,164.0,58215,train,74
subj02,11,6,7851,176.0,56827,train,61
subj02,11,6,7854,188.0,29634,train,37
subj02,11,6,7857,200.0,9165,train,74
subj02,11,6,7861,220.0,23157,train,30
subj02,11,6,7867,248.0,59684,train,18
subj02,11,6,7873,272.0,13907,train,61
subj02,11,7,7875,12.0,52996,train,10
subj02,11,7,7879,28.0,13898,train,6
subj02,11,7,7882,40.0,42039,train,38
subj02,11,7,7886,60.0,38661,train,20
subj02,11,7,7892,84.0,70446,train,11
subj02,11,7,7894,92.0,20939,train,25
subj02,11,7,7896,104.0,35876,train,6
subj02,11,7,7898,112.0,12308,shared1000,23
subj02,11,7,7909,160.0,53429,train,53
subj02,11,7,7911,168.0,47091,train,6
subj02,11,7,7913,176.0,3951,shared1000,74
subj02,11,7,7915,184.0,34328,train,36
subj02,11,7,7919,204.0,29634,train,37
subj02,11,7,7922,216.0,69075,train,37
subj02,11,7,7924,224.0,38558,train,33
subj02,11,7,7930,252.0,33983,train,30
subj02,11,7,7933,264.0,44623,train,38
subj02,11,7,7935,272.0,65182,train,59
subj02,11,7,7937,280.0,51939,train,11
subj02,11,8,7941,24.0,63570,train,18
subj02,11,8,7944,36.0,3138,train,30
subj02,11,8,7950,64.0,54361,shared1000,74
subj02,11,8,7952,72.0,42039,train,38
subj02,11,8,7956,88.0,9568,train,23
subj02,11,8,7959,104.0,13410,train,4
subj02,11,8,7963,120.0,50750,train,11
subj02,11,8,7970,152.0,12315,train,36
subj02,11,8,7972,160.0,2554,train,18
subj02,11,8,7975,172.0,50964,train,37
subj02,11,8,7979,192.0,44,train,22
subj02,11,8,7982,204.0,9945,train,5
subj02,11,8,7985,216.0,70294,train,17
subj02,11,8,7988,228.0,62125,train,17
subj02,11,8,7992,248.0,18289,train,55
subj02,11,8,7995,260.0,2486,train,5
subj02,11,8,7999,276.0,66107,train,22
subj02,11,9,8000,12.0,54481,train,59
subj02,11,9,8002,20.0,8589,train,18
subj02,11,9,8009,52.0,20225,train,38
subj02,11,9,8011,60.0,25859,train,37
subj02,11,9,8019,96.0,22341,train,5
subj02,11,9,8021,104.0,4958,train,31
subj02,11,9,8023,112.0,67295,shared1000,38
subj02,11,9,8028,132.0,50755,shared1000,23
subj02,11,9,8030,144.0,23338,train,19
subj02,11,9,8032,152.0,54643,shared1000,5
subj02,11,9,8037,172.0,19902,train,17
subj02,11,9,8041,192.0,20977,train,6
subj02,11,9,8044,204.0,43612,train,10
subj02,11,9,8050,228.0,33565,train,36
subj02,11,9,8056,256.0,25864,train,5
subj02,11,9,8058,264.0,23338,train,19
subj02,11,9,8061,276.0,37158,train,38
subj02,11,10,8069,36.0,57905,train,3
subj02,11,10,8076,68.0,58215,train,74
subj02,11,10,8078,76.0,57905,train,3
subj02,11,10,8080,84.0,55009,train,10
subj02,11,10,8085,108.0,54481,train,59
subj02,11,10,8088,120.0,37158,train,38
subj02,11,10,8093,144.0,53429,train,53
subj02,11,10,8096,156.0,48401,train,23
subj02,11,10,8098,164.0,62125,train,17
subj02,11,10,8104,188.0,8591,train,17
subj02,11,10,8108,208.0,25405,train,31
subj02,11,10,8114,232.0,19029,train,22
subj02,11,10,8117,248.0,25405,train,31
subj02,11,10,8120,260.0,66430,train,5
subj02,11,11,8130,32.0,53289,train,18
subj02,11,11,8132,40.0,19752,train,33
subj02,11,11,8135,56.0,8128,train,19
subj02,11,11,8141,80.0,2790,train,30
subj02,11,11,8144,96.0,8772,train,37
subj02,11,11,8147,108.0,58914,train,20
subj02,11,11,8150,120.0,65256,train,37
subj02,11,11,8152,128.0,6661,train,61
subj02,11,11,8156,148.0,16617,train,59
subj02,11,11,8158,156.0,17144,train,11
subj02,11,11,8160,164.0,16392,train,10
subj02,11,11,8165,188.0,19200,shared1000,6
subj02,11,11,8169,204.0,31559,train,37
subj02,11,11,8171,212.0,2554,train,18
subj02,11,11,8183,264.0,52996,train,10
subj02,11,11,8185,272.0,53893,train,74
subj02,11,12,8191,24.0,1770,train,5
subj02,11,12,8195,40.0,18374,train,37
subj02,11,12,8197,48.0,1542,train,37
subj02,11,12,8200,64.0,55650,train,38
subj02,11,12,8203,76.0,38558,train,33
subj02,11,12,8205,84.0,41995,train,31
subj02,11,12,8207,92.0,66430,train,5
subj02,11,12,8210,108.0,49264,train,6
subj02,11,12,8215,128.0,19902,train,17
subj02,11,12,8218,140.0,27615,train,53
subj02,11,12,8220,152.0,65376,shared1000,10
subj02,11,12,8223,164.0,12315,train,36
subj02,11,12,8225,172.0,11402,train,59
subj02,11,12,8227,180.0,38673,train,19
subj02,11,12,8230,192.0,6792,train,37
subj02,11,12,8234,212.0,63850,train,53
subj02,11,12,8242,248.0,37608,shared1000,30
subj02,11,12,8245,260.0,1134,train,33
subj02,11,12,8247,268.0,13959,train,22
subj02,12,1,8253,24.0,9568,train,23
subj02,12,1,8255,32.0,34328,train,36
subj02,12,1,8262,64.0,2480,train,6
subj02,12,1,8268,92.0,4249,shared1000,4
subj02,12,1,8273,112.0,20225,train,38
subj02,12,1,8275,120.0,69075,train,37
subj02,12,1,8277,132.0,52418,train,61
subj02,12,1,8282,152.0,4035,train,4
subj02,12,1,8284,160.0,49543,train,23
subj02,12,1,8286,168.0,31603,train,3
subj02,12,1,8290,188.0,35183,train,4
subj02,12,1,8292,196.0,12315,train,36
subj02,12,1,8294,204.0,45295,train,23
subj02,12,1,8296,212.0,44369,shared1000,30
subj02,12,1,8298,220.0,61674,train,36
subj02,12,1,8304,248.0,18374,train,37
subj02,12,1,8306,256.0,42665,train,10
subj02,12,2,8317,28.0,23700,train,6
subj02,12,2,8321,44.0,48260,shared1000,74
subj02,12,2,8325,64.0,36249,train,31
subj02,12,2,8329,80.0,42171,shared1000,33
subj02,12,2,8334,100.0,48778,train,6
subj02,12,2,8342,136.0,45295,train,23
subj02,12,2,8348,164.0,7668,train,25
subj02,12,2,8351,176.0,50999,train,53
subj02,12,2,8354,188.0,58294,train,25
subj02,12,2,8356,196.0,27006,train,30
subj02,12,2,8363,228.0,56420,train,11
subj02,12,2,8365,236.0,56128,train,19
subj02,12,2,8369,256.0,47293,shared1000,37
subj02,12,2,8374,276.0,10544,train,22
subj02,12,3,8377,20.0,50700,train,74
subj02,12,3,8380,32.0,38411,train,37
subj02,12,3,8382,40.0,8464,train,36
subj02,12,3,8391,80.0,55650,train,38
subj02,12,3,8393,88.0,10805,train,55
subj02,12,3,8403,132.0,32050,train,38
subj02,12,3,8406,144.0,17652,train,61
subj02,12,3,8413,176.0,46505,train,20
subj02,12,3,8416,188.0,68661,train,74
subj02,12,3,8418,196.0,62211,train,30
subj02,12,3,8422,216.0,30078,train,25
subj02,12,3,8425,228.0,19200,shared1000,6
subj02,12,3,8430,252.0,27187,train,25
subj02,12,3,8434,268.0,49543,train,23
subj02,12,4,8439,16.0,38025,shared1000,38
subj02,12,4,8441,24.0,20080,shared1000,18
subj02,12,4,8443,32.0,10845,train,30
subj02,12,4,8446,44.0,36135,train,18
subj02,12,4,8452,72.0,57315,train,17
subj02,12,4,8454,80.0,22217,train,36
subj02,12,4,8456,88.0,62820,train,25
subj02,12,4,8460,108.0,19063,train,59
subj02,12,4,8467,136.0,61674,train,36
subj02,12,4,8469,148.0,41357,train,22
subj02,12,4,8471,156.0,2774,train,5
subj02,12,4,8480,196.0,27698,train,55
subj02,12,4,8491,244.0,36249,train,31
subj02,12,4,8496,264.0,38797,train,18
subj02,12,4,8498,272.0,68713,train,18
subj02,12,5,8505,32.0,47538,train,4
subj02,12,5,8507,40.0,11097,train,37
subj02,12,5,8512,64.0,20977,train,6
subj02,12,5,8515,76.0,32339,train,31
subj02,12,5,8522,108.0,52305,train,37
subj02,12,5,8528,132.0,150,train,6
subj02,12,5,8530,144.0,12552,train,31
subj02,12,5,8538,176.0,15429,train,17
subj02,12,5,8540,188.0,69075,train,37
subj02,12,5,8557,260.0,43845,train,17
subj02,12,5,8560,272.0,15607,train,37
subj02,12,6,8565,20.0,11910,train,53
subj02,12,6,8567,28.0,2779,train,55
subj02,12,6,8571,44.0,20080,shared1000,18
subj02,12,6,8573,56.0,311,train,37
subj02,12,6,8579,80.0,25102,train,18
subj02,12,6,8582,92.0,15338,train,22
subj02,12,6,8587,116.0,30263,train,53
subj02,12,6,8589,124.0,57838,shared1000,17
subj02,12,6,8598,164.0,28934,train,38
subj02,12,6,8602,180.0,49619,train,53
subj02,12,6,8605,192.0,62210,train,23
subj02,12,6,8607,204.0,50399,train,20
subj02,12,6,8609,212.0,47538,train,4
subj02,12,6,8612,224.0,52846,train,37
subj02,12,6,8618,252.0,22474,train,5
subj02,12,6,8621,264.0,19597,train,61
subj02,12,6,8623,272.0,45681,train,5
subj02,12,7,8629,28.0,51553,train,61
subj02,12,7,8631,36.0,69381,train,74
subj02,12,7,8634,48.0,44201,train,25
subj02,12,7,8637,64.0,19199,shared1000,6
subj02,12,7,8642,84.0,59350,train,4
subj02,12,7,8644,92.0,57905,train,3
subj02,12,7,8646,100.0,13720,shared1000,5
subj02,12,7,8653,132.0,40246,train,59
subj02,12,7,8656,144.0,31782,shared1000,37
subj02,12,7,8658,152.0,49392,train,36
subj02,12,7,8660,164.0,63032,train,30
subj02,12,7,8665,184.0,33518,train,3
subj02,12,7,8668,196.0,61435,train,3
subj02,12,7,8673,220.0,62938,train,33
subj02,12,7,8675,228.0,68965,train,36
subj02,12,7,8678,240.0,68713,train,18
subj02,12,7,8682,260.0,45713,train,6
subj02,12,8,8689,16.0,35798,shared1000,22
subj02,12,8,8697,52.0,66320,train,10
subj02,12,8,8699,60.0,30525,train,22
subj02,12,8,8708,96.0,19597,train,61
subj02,12,8,8711,112.0,2790,train,30
subj02,12,8,8716,132.0,58187,shared1000,25
subj02,12,8,8721,152.0,32484,train,38
subj02,12,8,8724,168.0,39357,train,25
subj02,12,8,8731,196.0,7346,train,33
subj02,12,8,8734,212.0,58813,train,5
subj02,12,8,8738,228.0,67742,shared1000,37
subj02,12,8,8741,240.0,24816,train,5
subj02,12,8,8744,256.0,37960,train,3
subj02,12,8,8747,268.0,34791,train,20
subj02,12,8,8749,276.0,23609,train,4
subj02,12,9,8750,12.0,23904,train,31
subj02,12,9,8752,20.0,60852,train,37
subj02,12,9,8756,36.0,30458,train,11
subj02,12,9,8759,48.0,54541,train,18
subj02,12,9,8765,76.0,69695,train,17
subj02,12,9,8768,88.0,21184,train,61
subj02,12,9,8770,96.0,2779,train,55
subj02,12,9,8772,108.0,44586,train,23
subj02,12,9,8774,116.0,11910,train,53
subj02,12,9,8776,124.0,11489,train,38
subj02,12,9,8778,132.0,27852,train,59
subj02,12,9,8785,164.0,44586,train,23
subj02,12,9,8787,172.0,51093,train,38
subj02,12,9,8790,184.0,7569,train,61
subj02,12,9,8795,208.0,2790,train,30
subj02,12,9,8798,220.0,35743,shared1000,23
subj02,12,9,8800,228.0,115,train,20
subj02,12,9,8802,236.0,35017,train,37
subj02,12,9,8806,256.0,67742,shared1000,37
subj02,12,9,8812,280.0,24816,train,5
subj02,12,10,8813,12.0,63352,train,31
subj02,12,10,8815,20.0,20977,train,6
subj02,12,10,8817,28.0,44655,train,6
subj02,12,10,8820,40.0,47713,train,22
